dataset,survey_item,sub_survey_item,Persona 1 - Ahmed,Persona 2 - Jassim,Persona 3 - Amine,Persona 4 - Mahmoud,Persona 5 - Mustafa,Persona 6 - Ahmad,Persona 7 - Mohammed,Persona 8 - Ali,Persona 9 - Mohamed,Persona 10 - Ayoub,Persona 11 - Hilal,Persona 12 - Mohammad,Persona 13 - Fahad,Persona 14 - Abdullah,Persona 15 - Aymen,Persona 16 - Marwan,
Personas - Survey2Persona 60,I use anonymous/fake social media accounts to criticize government actions,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,
Personas - Survey2Persona 60,I use multiple social media accounts to hide my true identity,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,
Personas - Survey2Persona 60,I use social media platforms that do not ask for too much information,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,I use software or applications to protect online privacy,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,I would be upset if my favorite social media shut down,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Instagram (time spent during a typical day),,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Do't use,
Personas - Survey2Persona 60,It is very important to me that I am aware and knowledgeable about how social media will use my personal information.,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,It usually bothers me when social media providers ask me for personal information,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,Agree,(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Iâ€™m good at managing my time on social media,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Iâ€™m in control of how I use social media,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Language of Survey,,English,English,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,Arabic,English,Arabic,English,Arabic,Arabic,Arabic,
Personas - Survey2Persona 60,LinkedIn (time spent during a typical day),,Less than 1 hour,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Less than 1 hour,Do't use,Do't use,Do't use,
Personas - Survey2Persona 60,Most social media act with my best interests in mind,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,
Personas - Survey2Persona 60,Most social media are truthful in their dealings with me,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Most social media services allow me to control which of my personal information others can access.,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Most social media websites let me control how third parties can use my personal information,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Disagree Nor Agree,Agree,Agree,
Personas - Survey2Persona 60,My friends believe I should care about my privacy on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Other (time spent during a typical day),,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,
Personas - Survey2Persona 60,Other users could misuse the content I share on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,Agree,(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Others can find private information about me on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,People who are important to me think I should be careful when revealing personal information online,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,Agree,(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,People who influence my behavior think that it is crucial to keep my personal information private on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,Agree,(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Snapchat (time spent during a typical day),,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Less than 1 hour,Do't use,Do't use,
Personas - Survey2Persona 60,Social media are helpful tools,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Social media are part of my everyday activity,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Social media have used my personal information without my authorization,,Disagree,Disagree,(No response),Disagree,(No response),(No response),Disagree,(No response),(No response),(No response),Disagree,(No response),Disagree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Social media often influence my thinking,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,
Personas - Survey2Persona 60,Social media providers clearly explain how they use my information ,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Social media providers have straightforward and easy-to-understand policies about how they use my information,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Social media providers must get my permission before they gather and utilize my personal information ,,Agree,Agree,(No response),Strongly Agree,(No response),(No response),Agree,Agree,(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Telegram (time spent during a typical day),,Less than 1 hour,Do't use,Less than 1 hour,Less than 1 hour,Less than 1 hour,Do't use,Do't use,Do't use,Less than 1 hour,Do't use,Do't use,Less than 1 hour,Do't use,Less than 1 hour,Do't use,Less than 1 hour,
Personas - Survey2Persona 60,The government is doing enough to protect consumers against social media privacy violations,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,There are strong international laws to protect peopleâ€™s personal information on social media,,Agree,Agree,(No response),Agree,(No response),(No response),Agree,(No response),(No response),(No response),Agree,(No response),Agree,(No response),(No response),(No response),
Personas - Survey2Persona 60,Think of the social media app you use the most and suggest what the app provider should do to improve users' privacy  Please mention the app as well:,,(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),
Personas - Survey2Persona 60,TikTok (time spent during a typical day),,Less than 1 hour,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Less than 1 hour,1-3 hours,Do't use,Do't use,
Personas - Survey2Persona 60,Twitter  (time spent during a typical day),,Less than 1 hour,Do't use,Do't use,Less than 1 hour,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Less than 1 hour,Do't use,Do't use,
Personas - Survey2Persona 60,Using social media are a waste of time for me,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,
Personas - Survey2Persona 60,Using social media are enjoyable for me,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Using social media help me learn and grow,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,Using social media lets me do what I want,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,
Personas - Survey2Persona 60,Using social media strengthens and supports my relationships with people in real life,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 60,What measures do you take to ensure your privacy on social media:,,Nothing,Nothing,Ù„Ø§ Ø´ÙŠØ¡,Ù„Ø§ Ø´Ø¦,Ù„Ø§ Ø´ÙŠØ¡,Ù„Ø§ Ø´ÙŠØ¡,Nothing,Ù„Ø§ Ø´ÙŠØ¡,Ù„Ø§ Ø´ÙŠ,Ù„Ø§ Ø´ÙŠØ¡,Ø§Ù„Ø§Ù…Ø§Ù†,Ù„Ø§ Ø´ÙŠØ¡,Ø¨ÙŠØ§Ù†Ø§Øª ØºÙŠØ± Ø­Ù‚ÙŠÙ‚ÙŠØ©,Ù„Ø§ Ø´ÙŠØ¡,Ù„Ø§ Ø´ÙŠØ¡,Ù„Ø§Ø´ÙŠ,
Personas - Survey2Persona 60,WhatsApp (time spent during a typical day),,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,1-3 hours,Less than 1 hour,1-3 hours,1-3 hours,Less than 1 hour,1-3 hours,Less than 1 hour,Less than 1 hour,1-3 hours,
Personas - Survey2Persona 60,YouTube (time spent during a typical day),,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,Less than 1 hour,Less than 1 hour,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,1-3 hours,
Personas - Survey2Persona 70,Age,,25-34,18-24,25-34,25-34,18-24,25-34,25-34,25-34,18-24,25-34,25-34,18-24,25-34,35-44,25-34,25-34,
Personas - Survey2Persona 70,"As a resident of a non-western country, I believe the major social media platforms do not take my privacy concerns seriously",,Neither Disagree Nor Agree,Neither Disagree Nor Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Disagree Nor Agree,Agree,Agree,Neither Disagree Nor Agree,Agree,Agree,
Personas - Survey2Persona 70,Baaz (time spent during a typical day),,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,Do't use,
Personas - Survey2Persona 70,"Compared to most people in the country you are living in, how would you describe yourself?",,Culturally progressive,(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),(No response),Culturally progressive,(No response),Culturally progressive,(No response),(No response),(No response),
Personas - Survey2Persona 70,Country,,United Arab Emirates,Bahrain,Algeria,Egypt,Iraq,Jordan,Kuwait,Lebanon,Libya,Morocco,Oman,"Palestine, State of",Qatar,Saudi Arabia,Tunisia,Yemen,
Personas - Survey2Persona 70,Country of origin,,India,Bahrain,Algeria,Egypt,(No response),Jordan,(No response),Lebanon,(No response),Morocco,Oman,(No response),Qatar,(No response),Tunisia,(No response),
Personas - Survey2Persona 70,Disclosing my personal information on social media is risky,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 70,Disclosing my personal information on social media may bring me unpredicted problems,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,
Personas - Survey2Persona 70,Disclosing my personal information on social media may bring potential losses,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,
Personas - Survey2Persona 70,Do you haveÂ childcareÂ responsibilities?,,Yes,No,(No response),Yes,(No response),(No response),Yes,No,(No response),(No response),Yes,(No response),Yes,Yes,(No response),(No response),
Personas - Survey2Persona 70,Do you think parents should be concerned about their childre's use of social media? Why or Why not?,,(Uncertain Theme),(Uncertain Theme),Parental concerns about children's social media use,(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),Parental concerns about children's social media use,(Uncertain Theme),Parental concerns about children's social media use,Parental concerns about children's social media use,(Uncertain Theme),Parental concerns about children's social media use,(Uncertain Theme),(Uncertain Theme),(Uncertain Theme),
